Suburb,Distance,Lattitude,Longtitude,Price,,,
Essendon,8,-37.7417,144.8961,1625000,,,
Essendon,8,-37.7548,144.9315,1150000,,,
Essendon,8,-37.7525,144.9232,1085000,,,
Essendon,8,-37.7517,144.9018,1800000,,,
Essendon,8,-37.754,144.9209,360000,,,
Essendon,8,-37.7475,144.8959,645000,,,
Essendon,8,-37.7523,144.9221,250000,,,
Essendon,8,-37.7579,144.9114,1630000,,,
Essendon,8,-37.753,144.891,850000,,,
Essendon,8,-37.7399,144.8964,872000,,,
Essendon,8,-37.7462,144.8949,935000,,,
Essendon,8,-37.7543,144.9066,630000,,,
Essendon,8,-37.7556,144.9132,440000,,,
Essendon,8,-37.7548,144.9098,1811000,,,
Essendon,8,-37.7524,144.9074,1500000,,,
Essendon,8,-37.7541,144.9265,1290000,,,
Essendon,8,-37.7453,144.9183,1045000,,,
Essendon,8,-37.7442,144.9249,1290000,,,
Essendon,8,-37.7466,144.8941,953000,,,
Essendon,8,-37.7566,144.9155,1100000,,,
Essendon,8,-37.752,144.9079,820000,,,
Essendon,8,-37.757,144.9251,1270000,,,
Essendon,8,-37.7542,144.9117,1445000,,,
Essendon,8,-37.7509,144.8922,1113000,,,
Essendon,8,-37.7482,144.908,370000,,,
Essendon,8,-37.7489,144.9073,1505000,,,
Essendon,8,-37.7451,144.9145,590000,,,
Essendon North,9.4,-37.7428,144.9086,396000,,,
Essendon North,9.4,-37.7401,144.9013,1580000,,,
Essendon North,9.4,-37.7396,144.902,393000,,,
Essendon North,9.4,-37.7428,144.9086,260000,,,
Essendon North,9.4,-37.7388,144.9006,1320000,,,
Essendon North,9.4,-37.7389,144.8998,450000,,,
Essendon North,9.4,-37.7379,144.9022,1360000,,,
Essendon North,9.4,-37.7433,144.9074,340000,,,
Essendon North,9.4,-37.7364,144.8977,765000,,,
Essendon North,9.4,-37.7371,144.8973,1605000,,,
Essendon North,9.4,-37.7374,144.9006,712000,,,
Essendon North,9.4,-37.7376,144.8954,1425000,,,
Fairfield,5.8,-37.7723,145.0179,1250000,,,
Fairfield,5.8,-37.7828,145.0154,1350000,,,
Fairfield,5.8,-37.7788,145.0203,1125000,,,
Fairfield,5.8,-37.7698,145.0183,1064000,,,
Fairfield,5.8,-37.7689,145.0177,1220000,,,
Fairfield,5.8,-37.7735,145.0192,1160000,,,
Fairfield,5.8,-37.7755,145.0178,505000,,,
Fairfield,5.8,-37.7845,145.0105,602000,,,
Fairfield,5.8,-37.7665,145.0175,846000,,,
Fairfield,5.8,-37.7719,145.0195,400000,,,
Fairfield,5.8,-37.7722,145.0178,610000,,,
Fairfield,5.8,-37.7782,145.0162,445000,,,
Fairfield,5.8,-37.7818,145.0161,730000,,,
Fairfield,5.8,-37.7749,145.0242,1730000,,,
Fairfield,5.8,-37.7762,145.0213,438000,,,
Fairfield,5.8,-37.7728,145.026,1700000,,,
Fairfield,5.8,-37.7781,145.0157,510000,,,
Fairfield,5.8,-37.7839,145.0171,300000,,,
Fairfield,5.8,-37.7674,145.0209,750000,,,
Fairfield,5.8,-37.7706,145.0225,2350000,,,
Fairfield,5.8,-37.7728,145.0214,1350000,,,
Fairfield,5.8,-37.7671,145.0176,2000000,,,
Fairfield,5.8,-37.774,145.0244,1010000,,,
Fairfield,5.8,-37.7713,145.0196,1065000,,,
Fairfield,5.8,-37.7697,145.0203,805000,,,
Fairfield,5.8,-37.7696,145.0188,1055000,,,
Fairfield,5.8,-37.7845,145.0105,548000,,,
Fairfield,5.8,-37.7714,145.0173,1500000,,,
Fairfield,5.8,-37.7732,145.0193,600000,,,
Fairfield,5.8,-37.7772,145.0232,1510000,,,
Fairfield,5.8,-37.7682,145.0209,545000,,,
Fairfield,5.8,-37.7673,145.021,1145000,,,
Fairfield,5.8,-37.7737,145.018,1375000,,,
Fitzroy,1.6,-37.7941,144.9802,1000000,,,
Fitzroy,1.6,-37.8029,144.975,1252000,,,
Fitzroy,1.6,-37.7941,144.9802,810000,,,
Fitzroy,1.6,-37.7988,144.9772,692000,,,
Fitzroy,1.6,-37.8048,144.9806,1780000,,,
Fitzroy,1.6,-37.8019,144.9821,947500,,,
Fitzroy,1.6,-37.8006,144.9814,1460000,,,
Fitzroy,1.6,-37.7951,144.9776,1520000,,,
Fitzroy,1.6,-37.7953,144.9775,880000,,,
Fitzroy,1.6,-37.8052,144.9739,3310000,,,
Fitzroy,1.6,-37.795,144.9806,1481000,,,
Fitzroy,1.6,-37.8003,144.9806,2200000,,,
Fitzroy,1.6,-37.7966,144.9821,1250000,,,
Fitzroy,1.6,-37.8032,144.9825,1440000,,,
Fitzroy,1.6,-37.7946,144.9765,1315000,,,
Fitzroy,1.6,-37.7999,144.9759,1950000,,,
Fitzroy,1.6,-37.7941,144.9802,597000,,,
Fitzroy,1.6,-37.799,144.9756,650000,,,
Fitzroy,1.6,-37.7974,144.9799,465000,,,
Fitzroy,1.6,-37.8004,144.9768,1620000,,,
Fitzroy,1.6,-37.803,144.9806,1600000,,,
Fitzroy,1.6,-37.8005,144.9787,850000,,,
Fitzroy,1.6,-37.7967,144.9836,790000,,,
Fitzroy,1.6,-37.7968,144.9781,1122000,,,
Fitzroy,1.6,-37.8035,144.9826,660000,,,
Fitzroy,1.6,-37.7941,144.98,1300000,,,
Fitzroy,1.6,-37.8055,144.9809,420000,,,
Fitzroy,1.6,-37.7967,144.9836,715000,,,
Fitzroy,1.6,-37.7964,144.9839,458000,,,
Fitzroy,1.6,-37.7956,144.9804,800000,,,
Fitzroy,1.6,-37.7953,144.9775,710000,,,
Fitzroy,1.6,-37.8024,144.9835,630000,,,
Fitzroy,1.6,-37.7999,144.9755,4011000,,,
Fitzroy,1.6,-37.7969,144.9759,677000,,,
Fitzroy North,3.5,-37.7846,144.9785,700000,,,
Fitzroy North,3.5,-37.7927,144.9796,860000,,,
Fitzroy North,3.5,-37.7898,144.9794,870000,,,
Fitzroy North,3.5,-37.791,144.9809,1116000,,,
Fitzroy North,3.5,-37.7797,144.9861,1450000,,,
Fitzroy North,3.5,-37.7903,144.9859,930000,,,
Fitzroy North,3.5,-37.7846,144.9785,700000,,,
Fitzroy North,3.5,-37.7851,144.9934,2170000,,,
Fitzroy North,3.5,-37.7925,144.9786,358500,,,
Fitzroy North,3.5,-37.7754,144.9806,1000000,,,
Fitzroy North,3.5,-37.7916,144.9784,770000,,,
Fitzroy North,3.5,-37.7833,144.9819,1008000,,,
Fitzroy North,3.5,-37.7912,144.9825,1015000,,,
Fitzroy North,3.5,-37.7835,144.9816,1371000,,,
Fitzroy North,3.5,-37.7903,144.9859,1054000,,,
Fitzroy North,3.5,-37.7818,144.9863,1055000,,,
Fitzroy North,3.5,-37.7846,144.9785,720000,,,
Fitzroy North,3.5,-37.7779,144.9862,1286000,,,
Fitzroy North,3.5,-37.7892,144.9773,1655000,,,
Fitzroy North,3.5,-37.7835,144.9799,1181000,,,
Fitzroy North,3.5,-37.7829,144.9788,1600000,,,
Fitzroy North,3.5,-37.7749,144.9864,2875000,,,
Fitzroy North,3.5,-37.791,144.9779,990000,,,
Fitzroy North,3.5,-37.7786,144.9818,1950000,,,
Fitzroy North,3.5,-37.786,144.9864,3400000,,,
Fitzroy North,3.5,-37.7815,144.9869,1785000,,,
Fitzroy North,3.5,-37.7887,144.9888,1315000,,,
Fitzroy North,3.5,-37.7829,144.9782,1210000,,,
Fitzroy North,3.5,-37.7813,144.9834,1275000,,,
Fitzroy North,3.5,-37.7739,144.9819,1141000,,,
Fitzroy North,3.5,-37.7841,144.9793,1255000,,,
Fitzroy North,3.5,-37.782,144.9834,1700000,,,
Fitzroy North,3.5,-37.7819,144.9824,1290000,,,
Fitzroy North,3.5,-37.7761,144.9792,750000,,,
Fitzroy North,3.5,-37.7899,144.9869,674000,,,
Fitzroy North,3.5,-37.7918,144.9824,675000,,,
Fitzroy North,3.5,-37.7855,144.9789,1700000,,,
Fitzroy North,3.5,-37.7823,144.9864,875000,,,
Fitzroy North,3.5,-37.7923,144.9776,1080000,,,
Fitzroy North,3.5,-37.7852,144.9868,1851000,,,
Fitzroy North,3.5,-37.7737,144.9822,1222500,,,
Fitzroy North,3.5,-37.782,144.9896,330000,,,
Fitzroy North,3.5,-37.7848,144.9806,1232000,,,
Fitzroy North,3.5,-37.7851,144.9784,899000,,,
Fitzroy North,3.5,-37.7786,144.9846,2300000,,,
Fitzroy North,3.5,-37.788,144.9791,937500,,,
Fitzroy North,3.5,-37.7778,144.9824,1710000,,,
Fitzroy North,3.5,-37.7794,144.9892,1600000,,,
Fitzroy North,3.5,-37.7834,144.9862,1300000,,,
Fitzroy North,3.5,-37.7828,144.9832,2300000,,,
Fitzroy North,3.5,-37.7846,144.9785,490000,,,
Fitzroy North,3.5,-37.7851,144.9809,1300000,,,
Fitzroy North,3.5,-37.776,144.9832,1300000,,,
Fitzroy North,3.5,-37.7835,144.9867,2150000,,,
Fitzroy North,3.5,-37.7918,144.9824,775000,,,
Fitzroy North,3.5,-37.7836,144.985,1581000,,,
Fitzroy North,3.5,-37.7794,144.989,602000,,,
Fitzroy North,3.5,-37.777,144.9838,650000,,,
Fitzroy North,3.5,-37.7824,144.9801,1283000,,,
Fitzroy North,3.5,-37.7839,144.9807,1450000,,,
Fitzroy North,3.5,-37.783,144.9866,1325000,,,
Flemington,4.4,-37.7835,144.9339,865500,,,
Flemington,4.4,-37.7833,144.9255,365000,,,
Flemington,4.4,-37.7852,144.9216,380000,,,
Flemington,4.4,-37.7833,144.9255,425000,,,
Flemington,4.4,-37.7839,144.9347,280000,,,
Flemington,4.4,-37.7869,144.9228,870000,,,
Flemington,4.4,-37.7825,144.9239,391000,,,
Flemington,4.4,-37.7852,144.9223,715000,,,
Flemington,4.4,-37.7856,144.9292,1130000,,,
Flemington,4.4,-37.7857,144.931,1110000,,,
Flemington,4.4,-37.7861,144.9238,950000,,,
Flemington,4.4,-37.7839,144.9343,918000,,,
Flemington,4.4,-37.7867,144.9342,730000,,,
Flemington,4.4,-37.7826,144.9273,360000,,,
Flemington,4.4,-37.7849,144.9197,855000,,,
Flemington,4.4,-37.7849,144.9257,860000,,,
Flemington,4.4,-37.7818,144.9247,1012000,,,
Flemington,4.4,-37.7869,144.9253,885000,,,
Flemington,4.4,-37.7853,144.9235,1315000,,,
Flemington,4.4,-37.7837,144.9319,1700000,,,
Flemington,4.4,-37.7826,144.9261,1205000,,,
Flemington,4.4,-37.7833,144.9255,395000,,,
Flemington,4.4,-37.783,144.932,476000,,,
Flemington,4.4,-37.7854,144.9326,250000,,,
Flemington,4.4,-37.784,144.9356,556000,,,
Flemington,4.4,-37.7838,144.9273,845000,,,
Flemington,4.4,-37.7826,144.9311,345000,,,
Flemington,4.4,-37.7857,144.9305,1100000,,,
Flemington,4.4,-37.7847,144.9341,957000,,,
Flemington,4.4,-37.7867,144.9249,991000,,,
Flemington,4.4,-37.7866,144.9343,850000,,,
Flemington,4.4,-37.788,144.9306,395000,,,
Flemington,4.4,-37.7857,144.9244,350000,,,
Flemington,4.4,-37.7823,144.9278,1115000,,,
Flemington,4.4,-37.783,144.932,420500,,,
Footscray,6.4,-37.7955,144.9063,585000,,,
Footscray,6.4,-37.7911,144.89,85000,,,
Footscray,6.4,-37.7943,144.8875,1225000,,,
Footscray,6.4,-37.7963,144.8853,431000,,,
Footscray,6.4,-37.797,144.9051,1003000,,,
Footscray,6.4,-37.7959,144.8863,840000,,,
Footscray,6.4,-37.7958,144.9024,1362000,,,
Footscray,6.4,-37.7983,144.8911,977000,,,
Footscray,6.4,-37.7907,144.8924,216000,,,
Footscray,6.4,-37.8012,144.8921,876000,,,
Footscray,6.4,-37.7907,144.8924,227000,,,
Footscray,6.4,-37.7959,144.8989,841000,,,
Footscray,6.4,-37.8044,144.9064,605000,,,
Footscray,6.4,-37.8014,144.8959,305000,,,
Footscray,6.4,-37.7919,144.8854,480000,,,
Footscray,6.4,-37.7964,144.9027,357000,,,
Footscray,6.4,-37.7913,144.8879,910000,,,
Footscray,6.4,-37.7978,144.8918,291000,,,
Footscray,6.4,-37.7906,144.8856,375000,,,
Footscray,6.4,-37.7922,144.891,752000,,,
Footscray,6.4,-37.7941,144.8924,1155000,,,
Footscray,6.4,-37.7931,144.893,930000,,,
Footscray,6.4,-37.8006,144.881,490000,,,
Footscray,6.4,-37.7962,144.8851,853000,,,
Footscray,6.4,-37.7969,144.9049,1290000,,,
Footscray,6.4,-37.7949,144.9007,480000,,,
Footscray,6.4,-37.7901,144.8883,775000,,,
Footscray,6.4,-37.7969,144.883,900000,,,
Footscray,6.4,-37.7891,144.8912,281000,,,
Footscray,6.4,-37.7923,144.8848,1300000,,,
Footscray,6.4,-37.7948,144.8868,714000,,,
Footscray,6.4,-37.8021,144.8924,775000,,,
Footscray,6.4,-37.7909,144.8884,950000,,,
Footscray,6.4,-37.8016,144.9082,674000,,,
Footscray,6.4,-37.7975,144.8894,760000,,,
Footscray,6.4,-37.8042,144.9049,420000,,,
Footscray,6.4,-37.7969,144.8852,560000,,,
Footscray,6.4,-37.796,144.899,575000,,,
Footscray,6.4,-37.802,144.889,1100000,,,
Footscray,6.4,-37.8023,144.8915,932000,,,
Footscray,6.4,-37.7935,144.8893,780000,,,
Footscray,6.4,-37.7903,144.891,295000,,,
Footscray,6.4,-37.8017,144.8957,433000,,,
Footscray,6.4,-37.7881,144.8838,410000,,,
Footscray,6.4,-37.7988,144.902,1170000,,,
Footscray,6.4,-37.8006,144.881,375000,,,
Footscray,6.4,-37.7975,144.8855,615000,,,
Footscray,6.4,-37.8012,144.8924,747000,,,
Footscray,6.4,-37.8053,144.9029,275000,,,
Footscray,6.4,-37.7976,144.8976,1045000,,,
Footscray,6.4,-37.7956,144.8848,775000,,,
Footscray,6.4,-37.8025,144.9073,571000,,,
Footscray,6.4,-37.7878,144.8919,310000,,,
Footscray,6.4,-37.7903,144.8899,305000,,,
Footscray,6.4,-37.7963,144.8862,860500,,,
Footscray,6.4,-37.8021,144.8976,820000,,,
Footscray,6.4,-37.7878,144.8904,210000,,,
Footscray,6.4,-37.8022,144.8924,875000,,,
Footscray,6.4,-37.7992,144.8961,370000,,,
Footscray,6.4,-37.7968,144.8887,711000,,,
Footscray,6.4,-37.8016,144.9082,665000,,,
Footscray,6.4,-37.7903,144.8879,690500,,,
Footscray,6.4,-37.7964,144.8871,747000,,,
Footscray,6.4,-37.7966,144.9016,858000,,,
Footscray,6.4,-37.7905,144.8882,699000,,,
Footscray,6.4,-37.7962,144.8844,835000,,,
Footscray,6.4,-37.7946,144.8903,661000,,,
Footscray,6.4,-37.7959,144.8901,757500,,,
Footscray,6.4,-37.7949,144.9007,282000,,,
Footscray,6.4,-37.7922,144.8831,699000,,,
Footscray,6.4,-37.795,144.883,850000,,,
Footscray,6.4,-37.7899,144.893,315000,,,
Footscray,6.4,-37.8059,144.901,740000,,,
Footscray,6.4,-37.8012,144.8964,360000,,,
Footscray,6.4,-37.7987,144.9034,980000,,,
Footscray,6.4,-37.7952,144.909,561000,,,
Footscray,6.4,-37.789,144.8932,316000,,,
Footscray,6.4,-37.7969,144.9042,800000,,,
Footscray,6.4,-37.7988,144.9045,760000,,,
Footscray,6.4,-37.8001,144.8797,735000,,,
Footscray,6.4,-37.7946,144.8944,823000,,,
Footscray,6.4,-37.7943,144.8875,1225000,,,
Footscray,6.4,-37.789,144.8932,296000,,,
Footscray,6.4,-37.7942,144.8933,886500,,,
Footscray,6.4,-37.7942,144.8832,767500,,,
Footscray,6.4,-37.8006,144.9053,395000,,,
Footscray,6.4,-37.7914,144.8957,815000,,,
Footscray,6.4,-37.7987,144.8807,757000,,,
Footscray,6.4,-37.7958,144.9001,1450000,,,
Footscray,6.4,-37.7931,144.8938,745000,,,
Footscray,6.4,-37.7939,144.8846,716000,,,
Glen Iris,9.2,-37.854,145.0832,1735000,,,
Glen Iris,9.2,-37.8573,145.077,1699000,,,
Glen Iris,9.2,-37.8628,145.0436,3400000,,,
Glen Iris,9.2,-37.8637,145.0438,3730000,,,
Glen Iris,9.2,-37.8522,145.0893,1800000,,,
Glen Iris,9.2,-37.8513,145.0601,1998000,,,
Glen Iris,9.2,-37.8555,145.0889,671000,,,
Glen Iris,9.2,-37.853,145.0491,3110000,,,
Glen Iris,9.2,-37.8599,145.0898,1780000,,,
Glen Iris,9.2,-37.8639,145.0641,1425000,,,
Glen Iris,9.2,-37.8543,145.0889,1530000,,,
Glen Iris,9.2,-37.8646,145.0673,1900000,,,
Glen Iris,9.2,-37.8536,145.0911,1500000,,,
Glen Iris,9.2,-37.852,145.0942,1360000,,,
Glen Iris,9.2,-37.8554,145.0611,2175000,,,
Glen Iris,9.2,-37.8523,145.0726,2325000,,,
Glen Iris,9.2,-37.856,145.0691,2538000,,,
Glen Iris,9.2,-37.8552,145.082,2300000,,,
Glen Iris,9.2,-37.8567,145.0435,550000,,,
Glen Iris,9.2,-37.852,145.0942,1600000,,,
Glen Iris,9.2,-37.856,145.0705,2100000,,,
Glen Iris,9.2,-37.8501,145.059,2115000,,,
Glen Iris,9.2,-37.8602,145.0925,1700000,,,
Glen Iris,9.2,-37.8625,145.044,3500000,,,
Glen Iris,9.2,-37.8556,145.068,1750000,,,
Glen Iris,9.2,-37.8515,145.0938,967500,,,
Glen Iris,9.2,-37.8589,145.0413,2077000,,,
Glen Iris,9.2,-37.8526,145.0848,2850000,,,
Glen Iris,9.2,-37.85,145.0461,411000,,,
Glen Iris,9.2,-37.85,145.057,1222000,,,
Glen Iris,9.2,-37.8588,145.0832,1550000,,,
Glen Iris,9.2,-37.847,145.0535,1660000,,,
Glen Iris,9.2,-37.8534,145.0785,2250000,,,
Glen Iris,9.2,-37.8579,145.0736,1162000,,,
Glen Iris,9.2,-37.8667,145.0752,2020000,,,
Glen Iris,9.2,-37.863,145.0501,845000,,,
Glen Iris,9.2,-37.8597,145.0883,1510000,,,
Glen Iris,9.2,-37.8509,145.0916,2010000,,,
Glen Iris,9.2,-37.8541,145.0643,2975000,,,
Glen Iris,9.2,-37.8523,145.0936,585000,,,
Glen Iris,9.2,-37.8596,145.0871,1275000,,,
Glen Iris,9.2,-37.8552,145.05,452000,,,
Glen Iris,9.2,-37.8526,145.0853,1625000,,,
Glen Iris,9.2,-37.8566,145.0439,1800000,,,
Glen Iris,9.2,-37.8571,145.0766,1820000,,,
Glen Iris,9.2,-37.8576,145.0452,291000,,,
Glen Iris,9.2,-37.8567,145.0666,710000,,,
Glen Iris,9.2,-37.8479,145.0557,2376000,,,
Glen Iris,9.2,-37.8627,145.0402,1020000,,,
Glen Iris,9.2,-37.8541,145.0544,1456000,,,
Glen Iris,9.2,-37.8534,145.0735,1875000,,,
Glen Iris,9.2,-37.8524,145.0425,1430000,,,
Glen Iris,9.2,-37.8519,145.091,2300000,,,
Glen Iris,9.2,-37.8505,145.0459,345000,,,
Glen Iris,9.2,-37.8563,145.0709,2000000,,,
Glen Iris,9.2,-37.8628,145.0734,1550000,,,
Glen Iris,9.2,-37.8528,145.0487,1625000,,,
Glen Iris,9.2,-37.8559,145.049,480000,,,
Glen Iris,9.2,-37.8517,145.0796,585000,,,
Glen Iris,9.2,-37.8534,145.0785,1960000,,,
Glen Iris,9.2,-37.8581,145.078,1700000,,,
Glen Iris,9.2,-37.8566,145.0454,680000,,,
Glen Iris,9.2,-37.8574,145.0496,1220000,,,
Glen Iris,9.2,-37.8529,145.0605,1375000,,,
Glen Iris,9.2,-37.8577,145.0576,920000,,,
Glen Iris,9.2,-37.8547,145.0457,382000,,,
Glen Iris,9.2,-37.85,145.0465,545000,,,
Glen Iris,9.2,-37.8622,145.0634,1350000,,,
Glen Iris,9.2,-37.8541,145.051,1280000,,,
Glen Iris,9.2,-37.8552,145.0785,1825000,,,
Glen Iris,9.2,-37.8627,145.0719,2825000,,,
Glen Iris,9.2,-37.8577,145.0421,2825000,,,
Glen Iris,9.2,-37.8503,145.0586,1825000,,,
Glen Iris,9.2,-37.8588,145.0512,328000,,,
Glen Iris,9.2,-37.8561,145.0864,2016000,,,
Glen Iris,9.2,-37.8582,145.0715,3085000,,,
Glen Iris,9.2,-37.8556,145.0499,1710000,,,
Glen Iris,9.2,-37.8503,145.0754,1770000,,,
Glen Iris,9.2,-37.8505,145.0852,1765000,,,
Glen Iris,9.2,-37.8517,145.0459,511000,,,
Glen Iris,9.2,-37.8581,145.0685,2000000,,,
Glen Iris,9.2,-37.858,145.0696,1600000,,,
Glen Iris,9.2,-37.8489,145.0711,1880000,,,
Glen Iris,9.2,-37.859,145.0656,2352500,,,
Glen Iris,9.2,-37.8563,145.072,3860000,,,
Glen Iris,9.2,-37.8538,145.0641,2625000,,,
Glen Iris,9.2,-37.8566,145.0553,856500,,,
Glen Iris,9.2,-37.8572,145.0555,1650000,,,
Glen Iris,9.2,-37.8506,145.0465,600000,,,
Glen Iris,9.2,-37.863,145.0631,690000,,,
Glen Iris,9.2,-37.8628,145.0486,1200000,,,
Glen Iris,9.2,-37.8476,145.0554,3010000,,,
Glen Iris,9.2,-37.8488,145.0573,785000,,,
Glen Iris,9.2,-37.8561,145.0934,1950000,,,
Glen Iris,9.2,-37.8553,145.0711,2200000,,,
Glen Iris,9.2,-37.8542,145.0733,1751000,,,
Glen Iris,9.2,-37.8536,145.0547,1857000,,,
Glen Iris,9.2,-37.8597,145.0571,375000,,,
Glen Iris,9.2,-37.8468,145.0515,720000,,,
Glen Iris,9.2,-37.8471,145.051,1500000,,,
Glen Iris,9.2,-37.8521,145.0657,2725000,,,
Glen Iris,9.2,-37.8464,145.0511,1723000,,,
Glen Iris,9.2,-37.8572,145.0423,529500,,,
Glen Iris,9.2,-37.8575,145.0554,2800000,,,
Glen Iris,9.2,-37.8538,145.0842,1665000,,,
Glen Iris,9.2,-37.8555,145.0518,600000,,,
Glen Iris,9.2,-37.8578,145.0919,1420000,,,
Glen Iris,9.2,-37.8531,145.086,1550000,,,
Glen Iris,9.2,-37.8592,145.0484,420000,,,
Glen Iris,9.2,-37.8573,145.0904,1920000,,,
Glen Iris,9.2,-37.8478,145.0566,2100000,,,
Glen Iris,9.2,-37.8515,145.0922,2410000,,,
Glen Iris,9.2,-37.8516,145.061,2100000,,,
Glen Iris,9.2,-37.8509,145.0856,2950000,,,
Glen Iris,9.2,-37.8497,145.0466,390000,,,
Glen Iris,9.2,-37.8649,145.0547,3365000,,,
Glen Iris,9.2,-37.8578,145.068,1390000,,,
Glen Iris,9.2,-37.8523,145.0603,1802000,,,
Glen Iris,9.2,-37.8539,145.0702,1310000,,,
Glen Iris,9.2,-37.8547,145.0771,1931000,,,
Glen Iris,9.2,-37.8583,145.0726,2000000,,,
Glen Iris,9.2,-37.8511,145.0428,1250000,,,
Glen Iris,9.2,-37.8529,145.0806,2400000,,,
Glen Iris,9.2,-37.8578,145.0537,460000,,,
Glenroy,13,-37.6972,144.9431,610000,,,
Glenroy,13,-37.6979,144.9335,610000,,,
Glenroy,13,-37.6969,144.9299,555000,,,
Glenroy,13,-37.7088,144.9356,500000,,,
Glenroy,13,-37.6988,144.9372,806500,,,
Glenroy,13,-37.7095,144.9253,1150000,,,
Glenroy,13,-37.7088,144.926,850000,,,
Glenroy,13,-37.6964,144.9314,550000,,,
Glenroy,13,-37.6988,144.9438,822000,,,
Glenroy,13,-37.7115,144.9147,980000,,,
Glenroy,13,-37.7062,144.9261,670000,,,
Glenroy,13,-37.7072,144.9252,430000,,,
Glenroy,13,-37.7126,144.9122,852500,,,
Glenroy,13,-37.712,144.9127,1025000,,,
Glenroy,13,-37.7082,144.9178,540000,,,
Glenroy,13,-37.6978,144.9276,530000,,,
Glenroy,13,-37.7102,144.9362,721000,,,
Glenroy,13,-37.6986,144.9243,737000,,,
Glenroy,13,-37.6953,144.9397,575500,,,
Glenroy,13,-37.6999,144.9387,600000,,,
Glenroy,13,-37.702,144.9507,460000,,,
Glenroy,13,-37.6977,144.9149,370000,,,
Glenroy,13,-37.7065,144.9374,691000,,,
Glenroy,13,-37.6993,144.9393,500000,,,
Glenroy,13,-37.7112,144.9142,545000,,,
Glenroy,13,-37.7007,144.9378,670000,,,
Glenroy,13,-37.6974,144.9326,572000,,,
Glenroy,13,-37.7104,144.9088,702000,,,
Glenroy,13,-37.706,144.9245,730000,,,
Glenroy,13,-37.7005,144.9185,711500,,,
Glenroy,13,-37.708,144.9211,820000,,,
Glenroy,13,-37.7028,144.9377,810000,,,
Glenroy,13,-37.711,144.9178,250000,,,
Glenroy,13,-37.7001,144.9291,460000,,,
Glenroy,13,-37.7,144.9427,793000,,,
Glenroy,13,-37.7071,144.9176,340000,,,
Glenroy,13,-37.6967,144.9313,596000,,,
Glenroy,13,-37.6949,144.9122,447500,,,
Glenroy,13,-37.7029,144.9053,588000,,,
Glenroy,13,-37.7025,144.9504,420000,,,
Glenroy,13,-37.7002,144.9428,410000,,,
Glenroy,13,-37.7022,144.924,688000,,,
Glenroy,13,-37.7006,144.9239,612500,,,
Glenroy,13,-37.6966,144.9331,525000,,,
Glenroy,13,-37.7021,144.9136,703000,,,
Glenroy,13,-37.7006,144.9299,608000,,,
Glenroy,13,-37.7022,144.9054,705000,,,
Glenroy,13,-37.7042,144.9214,320500,,,
Glenroy,13,-37.7053,144.9372,577000,,,
Glenroy,13,-37.702,144.9154,230000,,,
Glenroy,13,-37.7102,144.9112,607000,,,
Glenroy,13,-37.6955,144.9389,765500,,,
Glenroy,13,-37.7098,144.9163,470000,,,
Glenroy,13,-37.7083,144.9158,482500,,,
Glenroy,13,-37.7002,144.9408,580000,,,
Glenroy,13,-37.7042,144.9211,434500,,,
Glenroy,13,-37.7117,144.9135,620250,,,
Glenroy,13,-37.6955,144.9253,710000,,,
Glenroy,13,-37.7002,144.9232,630000,,,
Glenroy,13,-37.7117,144.9348,420000,,,
Glenroy,13,-37.7051,144.9069,600000,,,
Glenroy,13,-37.7073,144.9277,550000,,,
Glenroy,13,-37.6997,144.9367,460000,,,
Glenroy,13,-37.6975,144.9065,600000,,,
Glenroy,13,-37.7111,144.9275,1217500,,,
Glenroy,13,-37.7009,144.9291,600000,,,
Glenroy,13,-37.6977,144.9071,570000,,,
Glenroy,13,-37.6985,144.9441,655000,,,
Glenroy,13,-37.695,144.9271,500000,,,
Glenroy,13,-37.7097,144.9351,762700,,,
Glenroy,13,-37.7081,144.912,465000,,,
Glenroy,13,-37.7067,144.9331,741250,,,
Glenroy,13,-37.7072,144.9241,488500,,,
Glenroy,13,-37.7004,144.9411,787500,,,
Glenroy,13,-37.7076,144.9097,442000,,,
Glenroy,13,-37.7063,144.9273,1000000,,,
Glenroy,13,-37.7072,144.938,726335,,,
Glenroy,13,-37.7005,144.9258,630000,,,
Glenroy,13,-37.6967,144.9116,670000,,,
Glenroy,13,-37.7074,144.9086,417000,,,
Glenroy,13,-37.7047,144.9087,600000,,,
Glenroy,13,-37.6952,144.9256,440000,,,
Glenroy,13,-37.7119,144.9111,501000,,,
Glenroy,13,-37.7019,144.9225,660000,,,
Glenroy,13,-37.7048,144.9097,722000,,,
Glenroy,13,-37.6972,144.9239,270000,,,
Glenroy,13,-37.6979,144.9377,825000,,,
Glenroy,13,-37.6969,144.9334,638000,,,
Gowanbrae,13.6,-37.709,144.8925,631000,,,
Gowanbrae,13.6,-37.7068,144.8963,532000,,,
Gowanbrae,13.6,-37.7071,144.8959,500000,,,
Gowanbrae,13.6,-37.709,144.8964,504000,,,
Gowanbrae,13.6,-37.7087,144.8962,468000,,,
Gowanbrae,13.6,-37.705,144.9004,802500,,,
Gowanbrae,13.6,-37.7016,144.8974,709000,,,
Gowanbrae,13.6,-37.7089,144.8927,700000,,,
Gowanbrae,13.6,-37.7076,144.8961,485000,,,
Gowanbrae,13.6,-37.704,144.8989,540000,,,
Gowanbrae,13.6,-37.7091,144.8958,390000,,,
